source,target,weight,count
FASN,ACAT2,0.1507938756999603,1
PDLIM1,PTPN1,0.15079378256298262,1
GJA1,AKT2,0.14949297861100952,1
SP1,ACAT2,0.1491001002104315,1
FASN,FDPS,0.14788010852788688,1
NUCKS1,MAPKAPK2,0.14554244598533703,1
PODXL,TADA1,0.14073802616129652,1
ARHGAP23,DLG5,0.13782591501344837,1
POLR2G,WFS1,0.13666940911829398,1
DNMT3B,PRDM14,0.13583478715753433,1
AK4,SOX2,0.1356146537142179,1
AASS,STAG2,0.13346168893756533,1
PYCR1,HMGB2,0.1286024115768827,1
YTHDF2,METTL14,0.12671132474157654,1
CDK1,CDCA2,0.1251368712639414,1
OPN3,SAFB,0.12213414266043836,1
UPRT,NISCH,0.12105315878600488,1
EEF2,EPHB4,0.11692931296090406,1
S100A11,NRAS,0.11667666968991741,1
MT-ND6,LRPPRC,0.11579249020710483,1
CXCL12,KDR,0.11573171981355077,1
SSR3,TMBIM6,0.11406907392444866,1
PCDH1,HIRA,0.11336539563494882,1
PHC1,MED13,0.1129574733374571,1
ZNF483,AKT2,0.11285766322856162,1
SNCA,TWF2,0.11222631406257627,1
PSAT1,SEC62,0.11081586530995707,1
BMI1,RNF2,0.11055428686773029,1
EPPK1,SAFB,0.11041050427247323,1
PLK1,CDCA2,0.1090598126576582,1
TUBA1B,NDUFB4,0.10873958404009856,1
IGFBP2,TAF13,0.10736093344737133,1
FAR2,SAFB,0.1069643996269661,1
TOP2A,BRD9,0.10550337599199898,1
KIF23,CDCA2,0.10470541631106102,1
C11orf80,CASP3,0.1034960548710935,1
SNHG32,NREP,0.10309850704423905,1
VASH2,STAG2,0.10187401983157757,1
GRIK5,PHF14,0.10105936916628377,1
TRIM36,CASP3,0.09995234257181371,1
TUBB2A,EID2,0.09920255767348193,1
BCL10,DLG5,0.09844789488915799,1
VAT1,ARID1A,0.09813197836352695,1
GJA1,CLDN6,0.09597023408357012,1
PTMS,NREP,0.095858324086009,1
PFN1,CREG1,0.09541830724602171,1
HELB,STAT1,0.09523993960717328,1
FAM162A,TRAPPC6A,0.09487399551743952,1
CLDN6,TMBIM6,0.0937981117709295,1
PHC1,MED24,0.0929404362061047,1
SPATC1L,STAT1,0.09218557451558629,1
CNFN,AKT2,0.09182513399444484,1
CDK1,PRR12,0.0916115202019842,1
SCRN1,STAT1,0.09106987973049144,1
HSP90AB1,CLDN7,0.09105374738498338,1
SEPHS1,ETV4,0.08972363444179694,1
EEF2,SDC1,0.0890428895757662,1
TUT7,MAPKAPK2,0.08900994398290184,1
MFGE8,TADA1,0.08851475815836787,1
PHC1,PMS1,0.08849904029631608,1
ITGB5,FOXH1,0.08757108904241027,1
ERCC8,ZNF714,0.08733777462505954,1
FAM53C,HIRA,0.08725998635017128,1
TRIM46,HMGB2,0.08683687804791661,1
SPATC1L,WSB2,0.0866468774564887,1
SLC35B1,SIN3B,0.08653598086920761,1
NQO1,DAXX,0.0861213054483595,1
SCD,SV2A,0.08586914880791058,1
MTA3,DHX36,0.08571243888729237,1
LIPA,EID2,0.08568432330685971,1
SCD,DHCR24,0.08537006974154848,1
HSP90AB1,IRF3,0.08529682247762452,1
RAB15,EPB41L2,0.08527113998176541,1
RBPJ,PHF14,0.08392715101358234,1
DPYSL3,SOX2,0.08195931365182975,1
PSAT1,METTL17,0.08194492552347289,1
CDK1,SIX4,0.08119283428707362,1
HPDL,ZNF714,0.08073483819301526,1
CASP8AP2,NREP,0.08021268879924338,1
CD24,TAF13,0.08005753195893303,1
OR2B6,NREP,0.07937897741709822,1
CDK1,DAXX,0.07918015563501045,1
ZFP42,TRAPPC6A,0.07908160271117283,1
SALL3,SMARCA5,0.07881088502874266,1
PFN1,ATP6V0B,0.0777332801658971,1
TOP2A,MKI67,0.07770538997688155,1
PSAT1,UQCRQ,0.07762379847725162,1
HIST1H2BH,ACVR1B,0.07707968674318541,1
ZIC1,SMARCA4,0.07622405577466838,1
CYP2S1,IKBKG,0.07598690468954761,1
DYNLL2,SV2A,0.07453613597822874,1
EEF2,OXA1L,0.07404424081383922,1
POU5F1,HSBP1,0.07399606320966373,1
TOP1,INSIG1,0.07278915254804483,1
MCM4,HAT1,0.0723910456670583,1
KCNG3,HMGB2,0.07238374102562123,1
NKX1-2,KIF1B,0.07220712870792338,1
DNMT3B,SALL4,0.07194833856359299,1
PLK1,MKI67,0.07130168317745567,1
NARF,ACVR1B,0.07080470180904941,1
ID3,TCF3,0.0703339607547755,1
POU5F1,USP22,0.0702822804814999,1
ACAT2,FDPS,0.06989872386194503,1
NUCKS1,DAXX,0.06915150967016026,1
HIST1H2BH,LZTR1,0.06903809179129734,1
FAM162A,TET1,0.06893243669003894,1
TERF1,MED13,0.06813302826381862,1
CTSC,ATP6V0B,0.06770894353557806,1
ENO1,FDPS,0.06759503938783731,1
CNMD,SOX2,0.0673565896740781,1
TOP2A,NISCH,0.0669858279492209,1
TERF1,MED12,0.06691639669749379,1
FAM162A,LAD1,0.06672025018424975,1
PLK1,KIF20A,0.06668359325459244,1
HSP90AB1,CALM3,0.06632553432280995,1
SEPHS1,SUPT4H1,0.06616648762498371,1
HSPA8,ZNF286A,0.066005076841784,1
KRT8,WFS1,0.06591652798118262,1
FAM162A,SNCA,0.0653361747662297,1
ACSS2,SNCA,0.06467699858642127,1
SLC7A11,MAP1B,0.06415114332602297,1
HIST1H1C,XRCC4,0.06396620015441556,1
EEF2,MED1,0.06354013526392387,1
ZNF664,FOXH1,0.0633724627239112,1
TTC21B,HSBP1,0.06299064227731609,1
SRSF2,TFAM,0.0629395023130413,1
HIST1H1B,DNAJA3,0.06223504010605417,1
HIST1H1C,KIF20A,0.062200397474042185,1
MED14,NRAS,0.06196595253198275,1
TUBA1B,TMBIM6,0.06160009541027502,1
WARS,SIN3B,0.06156662797633517,1
APOE,PMEL,0.061501120712967226,1
SLC16A3,SNCA,0.06064386258063077,1
GJA1,SEC62,0.06034247818808537,1
BEX1,SMARCA5,0.06024183340559878,1
CCNB1,KIF20A,0.05999336084929029,1
HSPA8,SIX4,0.059939603739927794,1
NMU,SALL4,0.05991825516283338,1
POU5F1,MED13,0.05990738507124555,1
SLC1A5,CLDN7,0.05972667091065715,1
NUCKS1,CAST,0.0595285246541359,1
RHOBTB2,NRAS,0.05947681704984196,1
HIST1H1B,KLF10,0.058941138786791816,1
TNNT1,GSK3B,0.05838007130011569,1
IDS,DHCR24,0.058331108960338995,1
CRABP2,USP22,0.05802811346222332,1
PLCXD1,STAT1,0.057541331170246644,1
MT1F,RNF2,0.05738622941506977,1
IGFBP2,SNCA,0.05703837132278597,1
UBE2C,TXNDC9,0.05694964953197927,1
HMGCS1,INSIG1,0.05694762881726744,1
PFN1,EWSR1,0.05656741674567056,1
HIST1H1B,WSB2,0.056529772439690186,1
HSPA8,SLC39A6,0.05647850830967784,1
SCGB3A2,CASP3,0.056458685548297596,1
MFGE8,SDC1,0.05499390926385506,1
NUCKS1,NRAS,0.05475667817034073,1
PSAT1,MAP1B,0.05458150199849575,1
PSAT1,NDUFB4,0.05387709222964147,1
TPX2,KIF20A,0.053638450325440304,1
VASH2,PAGR1,0.053462738632075305,1
HIST1H2BH,RRM1,0.05317940660252497,1
IGFBP2,SUPT4H1,0.053097507653509235,1
SLC16A1,STAG2,0.05293329326982606,1
MT-ND3,HIRA,0.052896062284467874,1
EEF2,SEC62,0.05240826617448651,1
ITPR2,TGFBR2,0.052301906345300436,1
GPR176,MED13,0.05207906728585742,1
CD24,MED12,0.051006893914676284,1
TPX2,MKI67,0.05076664425332034,1
HJURP,CDCA2,0.050752214388252295,1
ERG28,ACAT2,0.050727796464824663,1
PFN1,SLC25A3,0.0506163288628975,1
HAPLN3,SLC25A3,0.05060073912248936,1
HSP90AB1,SMARCA4,0.05058936467633362,1
LARP7,TAF13,0.050307023069971764,1
PHC1,MED12,0.05007545423991864,1
PDIA3,PMEL,0.050049219240744056,1
SCGB3A2,HMGN1,0.0500040440574484,1
HSP90AB1,FDPS,0.04991144431625325,1
EEF2,ZNF714,0.049842749375917525,1
ACSS2,TRAPPC6A,0.04981454618555778,1
PSAT1,KDM2B,0.049712460706920925,1
CRABP2,RNF2,0.04971228412997734,1
MT-ND3,TFAM,0.04966975827853659,1
WSB1,TAF13,0.049312750907450444,1
DHCR7,AKT2,0.0487731069107607,1
PSAT1,SLC39A6,0.04863802545226736,1
NUCKS1,MAP1B,0.04862391432683125,1
TOP2A,TAF13,0.04852256865174207,1
HIST1H1C,SMAGP,0.04837504003864252,1
TNNT1,TET1,0.048357554754323955,1
LAPTM4B,ATP6V0B,0.04833909208718504,1
ACSS2,ACAT2,0.04795564500755916,1
KIF5C,MAP1B,0.047901354464045566,1
TMSB4X,HSBP1,0.04760143572809374,1
PSAT1,HMGB2,0.04759864208692669,1
MFGE8,RAB3B,0.047538892400972234,1
ACTB,TET1,0.04753516336911659,1
HSP90AB1,ACAT2,0.04741418337787916,1
PTPRZ1,STAG2,0.047327238862093564,1
SSR3,METTL17,0.047122959379020606,1
SLC44A2,LZTR1,0.04711386494736623,1
MFGE8,WSB2,0.046925395592562744,1
MTHFD2,EPB41L2,0.046607750574566204,1
NUCKS1,HMGN1,0.046407290317455545,1
FKBP10,WSB2,0.04580964662017496,1
RPP25,SIN3B,0.045553005528843005,1
JADE3,KDM2B,0.04527786819805299,1
PDLIM1,CREG1,0.04469972867453473,1
HNRNPF,CASP2,0.04443333132964915,1
CHD7,ACVR1B,0.044393607843632915,1
CDK1,MKI67,0.04433285362463186,1
NDUFB9,ATP6V0C,0.04432963780916499,1
ACTB,EPHB4,0.04420285031463947,1
TOP2A,MED13L,0.04412741621063851,1
KRT18,WFS1,0.04404158365500112,1
CDK1,BRD9,0.043986552561421866,1
IGFBP2,INSIG1,0.04385333572326341,1
HIST1H1B,ZNF426,0.043798414582813056,1
EEF2,HSBP1,0.04351258598743604,1
IGFBP2,LAD1,0.04308681752756897,1
SLC44A1,CASP3,0.043018388670128006,1
BCOR,SOX2,0.042967738851124544,1
CDK1,GSK3B,0.04290595379980505,1
CDK1,NISCH,0.04266412258337212,1
SERPINB9,EWSR1,0.042560323847477106,1
EEF2,CLDN7,0.04214766385598362,1
HNRNPC,CALM3,0.042030434204615434,1
LYAR,TFAM,0.04200913993025305,1
MT-ND3,LRPPRC,0.041933356339437886,1
CDK1,KLF10,0.04190808070037224,1
FADS2,DHCR24,0.0416034902082648,1
CD24,TADA1,0.041586796386206874,1
HIST1H1B,ATP1B1,0.041352984614619386,1
FOXO4,MED12,0.04113601542388305,1
HSP90AB1,METTL3,0.041092261109085745,1
CDK1,SLC39A6,0.040639152633846216,1
ACAT2,DHCR24,0.04061269058841123,1
ENO1,MBTPS1,0.0405012621796833,1
TUBB2A,ACVR1B,0.04048422721691014,1
CDK1,SOX2,0.040459867939411406,1
STC2,TFAM,0.04031384460066258,1
KIF23,BRD9,0.04021979596190049,1
H3F3A,NREP,0.040153243187728824,1
TPM1,EWSR1,0.03995805110200196,1
PODXL,MED13L,0.03994767042733477,1
FDFT1,FDPS,0.039692499325569786,1
LDLR,INSIG1,0.039666453165094956,1
EEF2,CENPO,0.0395672090148231,1
PFN1,FOXH1,0.039133940953370555,1
CDK1,TGFBR2,0.03884615326743295,1
DNMT3B,MED1,0.038634989024502575,1
NUP62,STX4,0.03862527319745179,1
RAB34,TWF2,0.03854190656456133,1
LHPP,KIF1B,0.038512175466990366,1
USP9X,NRAS,0.03845554616771481,1
TMSB4X,PRR12,0.038420682498189196,1
CHGA,BIRC2,0.038381110076238595,1
HSP90AB1,FOXH1,0.03835629503140402,1
RAB34,SNCA,0.038047223620637165,1
TUBA1B,POLB,0.03802901293524555,1
MAP3K12,TARBP2,0.037981174142454145,1
HVCN1,ACAT2,0.037860094220640086,1
SEPHS1,RAF1,0.037836345017792754,1
ACLY,DHCR24,0.037794067233189454,1
MT-ND4,LRPPRC,0.03778499791573134,1
EEF2,TRAM2,0.03773737173322999,1
COL1A1,EIF4B,0.037631625557008226,1
MSMO1,TMSB10,0.037452742901821275,1
CENPE,MKI67,0.03708981781101604,1
PHC1,MED13L,0.03698387930366629,1
PEG3,TET1,0.03683223051574304,1
HMGCS1,SNCA,0.03676394234274729,1
STK39,EPB41L2,0.036725227580398714,1
MCM4,RRM1,0.03649027630561973,1
HSPA8,DHX36,0.036489924104817245,1
TOP2A,PRR12,0.03644532126322161,1
DAPK1,MAPKAPK2,0.03643706728222955,1
EEF2,UQCRQ,0.03617874645513725,1
LPCAT1,TRAM2,0.03607478419182417,1
EEF2,CASP2,0.03605782917136619,1
HIST1H1B,MKI67,0.03604357925433489,1
CD24,EIF4B,0.036029761015860536,1
IDO1,STAG2,0.03595116810978866,1
PFN1,ZNF593,0.035809795957781755,1
CDC6,CASP3,0.035454422687822965,1
CCT3,HMGB2,0.03544383638102503,1
EEF2,CAMSAP2,0.03540937879469765,1
TERF1,MED1,0.035392018425527375,1
C4orf3,SDC1,0.03532143916946017,1
CENPE,CDCA2,0.03530429841785784,1
EEF2,SLC39A6,0.03526402420791144,1
STMN2,KDM1A,0.034884469327172554,1
CDC25A,CENPO,0.034823367695485496,1
SLC16A1,DHCR24,0.034798004877864844,1
HIST1H3E,MAP1B,0.03417882003777662,1
TERF1,MED13L,0.034049209653532996,1
ACTB,PMS1,0.033992071221187366,1
LENG8,IKBKG,0.03397136651572896,1
B4GALT5,TRAM2,0.03396098353289989,1
CLDN6,ATP6V0B,0.03394413923834925,1
AKAP7,EPB41L2,0.033917218677393786,1
GJA1,SLC39A6,0.03380035607461033,1
LAMP1,SIN3B,0.0337717969749691,1
MAT2A,PRDM14,0.03370734893082003,1
ID1,PRDM14,0.03369955717699234,1
TNNC1,NISCH,0.033695301304819944,1
H2AFZ,C1QBP,0.033651312969748895,1
PHC1,METTL3,0.0335995543609676,1
DDIT4,TFAM,0.03350054223270995,1
MT-ND4,METTL17,0.03339217005762562,1
EEF2,ARID1A,0.03333242408151439,1
HNRNPAB,C1QBP,0.03317888208474044,1
PSAT1,OXA1L,0.03317747184450846,1
HIST1H1B,MAP1B,0.033069916709888424,1
SCD,MBTPS1,0.033014111756295365,1
RAC3,TET1,0.03290428103183292,1
HIST1H3E,TMBIM6,0.03274646603960321,1
POU5F1,NREP,0.03267914740026163,1
POU5F1,ZNF714,0.032666404030575365,1
HIST1H1B,PRDM14,0.032602635763819096,1
PFN1,OXA1L,0.03258262436606635,1
SMOX,KDR,0.032474389493104765,1
HSP90AB1,ATP6V0C,0.0324304647241336,1
IGSF21,AKT2,0.032405599760709766,1
USP9X,USP22,0.03239776785092699,1
IGFBP2,HIRA,0.03233124135438892,1
CD24,MED13,0.032327515466376654,1
CENPV,USP22,0.03224703272419162,1
RASGRF2,PRR12,0.03217692677673295,1
SLC1A5,IGF2R,0.032157353587191836,1
PMAIP1,SIX4,0.03205765867058543,1
VIM,SHPRH,0.03205152257926163,1
WSB1,ATM,0.03203186314201705,1
ANKRD9,SRC,0.03186080170167782,1
DHCR24,SV2A,0.03184986870427457,1
CDK1,PHF10,0.031814619294059716,1
HCFC1R1,CLDN6,0.031803737496244565,1
SLC38A1,SAFB,0.031728133061540376,1
DTL,CENPO,0.0316112081990508,1
PLK1,TXNDC9,0.03151339574163121,1
TOMM7,FOXH1,0.03139936003987853,1
TUBA1C,OXA1L,0.031243512047421665,1
TOP2A,SIN3B,0.03112773116815996,1
HSP90AB1,RRM1,0.030936107226864504,1
TPM1,SMARCA4,0.030925755184547727,1
PHF6,NRAS,0.030837500308196847,1
CDK1,WSB2,0.030696221509786514,1
DLGAP5,HMGB2,0.03065576091316665,1
EEF2,METTL17,0.03048145577745656,1
TRIB3,OXA1L,0.030466261419172306,1
LPCAT1,SAFB,0.030423695940262282,1
HSPA8,ZNF426,0.030417340742444513,1
POU5F1,RAB3B,0.03033437436631939,1
MEF2B,OXA1L,0.030079418670355296,1
NSMCE1,IGF2R,0.030034270898128726,1
PDIA3,CLDN6,0.029937578419776217,1
MDM4,IKBKG,0.029892834895580676,1
CDK1,AKT2,0.02988967682512793,1
ZNF664,NCK2,0.02986606799907326,1
PODXL,USP22,0.0294895907126794,1
MYBL2,NCK2,0.029321574151401065,1
SLC38A1,TWF2,0.029238594033184746,1
SRSF2,DAXX,0.02922915679066255,1
IGFBP2,TET1,0.029065906268339232,1
H1F0,NREP,0.028998236943553385,1
RND2,PHF14,0.02891580185855453,1
TMEM64,UQCRQ,0.028914559245000394,1
ENPP1,STAG2,0.02880068121184099,1
FAM162A,CAMSAP2,0.028778015033845583,1
APOE,NDUFB4,0.028767476151455234,1
HIST1H1B,MED13L,0.028739743573265454,1
SLC7A11,METTL17,0.028713251810699114,1
ACTB,SUPT4H1,0.02864745216688624,1
FABP5,UQCRQ,0.02856597568344751,1
PGM1,SNCA,0.028350807552390903,1
MFGE8,CREG1,0.028312978236946465,1
CLDN6,DHCR24,0.028268465410275764,1
EEF2,SLC25A3,0.028172254149176845,1
SFRP1,KIF1B,0.028127038048466713,1
CALR,CLDN7,0.028028412741380213,1
GAL,STAG2,0.027961921224621124,1
CNN2,ARID1A,0.0279295651939331,1
WSB1,TET1,0.027909075916312094,1
TMSB4X,USP22,0.027901426961743227,1
EIF1,C1QBP,0.0278650399651372,1
EFNB1,PRDM14,0.027815416880059268,1
ZSCAN10,PRR12,0.02774895171826745,1
PGAP2,TAZ,0.027661355113077823,1
CDK1,MED13L,0.027658932152816916,1
SALL3,KDM2B,0.02759612436484452,1
SYNGAP1,SHPRH,0.02752185102871991,1
VIM,CHMP3,0.02750954659293342,1
CDK1,MAST2,0.027448517971778646,1
EEF2,TFAM,0.02724955995448241,1
PCK2,TFAM,0.027236573687863717,1
SHISA2,MED12,0.02710747680952676,1
CDC25A,TAF13,0.027092883559165355,1
PHGDH,SLC39A6,0.026991296896250547,1
ACTB,RAB3B,0.026900390748308113,1
FAM162A,HMGB2,0.02684694864674781,1
CLDN6,SNCA,0.026843109608198218,1
CHML,ZNF714,0.026763286524208132,1
CDC20,KIF20A,0.026651178981513975,1
DRAP1,MAPKAPK2,0.026590575639872917,1
PDIA3,WFS1,0.026559905586770703,1
POU5F1,WFS1,0.026530840951260362,1
MCCC1,XRCC4,0.02652201432406942,1
SCARB1,LZTR1,0.02648724275471597,1
HIST1H4C,KDR,0.026467544492738873,1
ENO1,ZNF286A,0.026432719844012766,1
DYNLL2,DHX36,0.026408927337770095,1
DHCR7,DHCR24,0.026389591444408667,1
UCP2,EWSR1,0.026382043698391585,1
EBNA1BP2,DNAJA3,0.02634934053736095,1
SLC7A11,EIF4B,0.026349209463508265,1
SCD,TAF13,0.026325975998142306,1
TOP2A,SLC39A6,0.026173619941770223,1
EFR3A,EWSR1,0.026109297580473565,1
ITGB5,TGFBR2,0.026079243776096855,1
SNX4,SMAGP,0.026059679591864785,1
HSP90AA1,SAFB,0.025990875225312647,1
PCDH7,TET1,0.025916885275061464,1
COL1A1,ZNF286A,0.02591000772550287,1
SEPHS1,C1QBP,0.025863419881612452,1
SCN9A,KDM1A,0.025715521351621643,1
HIST1H4C,ZNF426,0.02571338053248512,1
CDC6,CENPO,0.025616881864863987,1
SRP9,METTL14,0.025614567427776704,1
TOP2A,PHF10,0.025466112617362497,1
CHD3,RNF2,0.02545839751658533,1
MCM4,OXCT1,0.025447825853464338,1
CLIC4,IRF3,0.025434114431240117,1
FABP5,TAF13,0.025419670880293357,1
IGFBP2,PHF14,0.02540010768139031,1
ISYNA1,LZTR1,0.025192567636322664,1
UBA52,CALM3,0.02512919302590395,1
ACTB,IRF3,0.025116086157825696,1
ACTB,CLDN7,0.025094385499682605,1
EIF1,CALM3,0.024993190070389564,1
AK4,RAF1,0.02497961101966608,1
COL1A1,PMEL,0.02494946863240477,1
BCOR,KDM2B,0.024911911502689305,1
HSP90AB1,SSBP1,0.02485966868778188,1
POU5F1,METTL17,0.024848228342303675,1
ACTB,METTL17,0.024834984324052577,1
FAM162A,SRC,0.024821921852733696,1
CYP51A1,DHCR24,0.024786978529448295,1
HNRNPC,C1QBP,0.02474237519636992,1
GPR176,USP22,0.02465554363723637,1
GPC4,ETV4,0.02461152872022231,1
APP,PMEL,0.024603477085651745,1
PSAT1,EPHB4,0.024507594283105918,1
HIST1H1B,TGFBR2,0.02446875810919909,1
HIST1H1B,STAG2,0.024453371485814945,1
EEF2,ANTXR1,0.024415444017832064,1
MSH6,ZNF426,0.024411792867467665,1
TOB1,SIX4,0.02433403081737283,1
AURKA,CDCA2,0.024312467750706383,1
SFRP1,TGFBR2,0.024288171174361158,1
NDUFA6,EWSR1,0.024228224860959383,1
C4orf3,SNCA,0.024220992768509784,1
EEF2,PRDM14,0.02421601859000148,1
PLCB4,ACAT2,0.024215178950785145,1
TUBA1B,PBX1,0.024100428401950185,1
CDK1,SIN3B,0.02389977303863947,1
CDC25A,CASP3,0.02383320456929821,1
H3F3A,EWSR1,0.02379506933663631,1
BAX,SAFB,0.023776525780777814,1
H2AFZ,CLDN7,0.02377034774933228,1
CD24,NDUFB4,0.023736248879063383,1
HNRNPC,PMS1,0.02369277587394966,1
ACTL8,TMSB10,0.023686616106315735,1
SLC16A3,LAD1,0.023631760863512288,1
LAPTM4A,DAXX,0.02363057706808233,1
BRI3,UQCRQ,0.023577807530559283,1
EEF2,DLG5,0.023548263333824315,1
HMGCS1,DHCR24,0.02353783806229894,1
DDIT4,LRPPRC,0.023527002048515246,1
SLC16A1,WFS1,0.02350691993607475,1
S100A10,ARID1A,0.023486352556942012,1
SYT4,PHF14,0.023424860768331727,1
HIST1H1B,DNMT1,0.023421474890188095,1
DHCR24,ACAT2,0.02335767509283206,1
TOP2A,PAGR1,0.023305387333459292,1
PSAT1,DNAJA3,0.023257439711839453,1
CUZD1,UQCRQ,0.023239394655595866,1
TMEM63A,IGF2R,0.023138712451840245,1
NME4,HAT1,0.023132736427875694,1
MYL9,MED12,0.023126803221372772,1
THY1,SMARCA4,0.0230797319570744,1
CD24,NDUFB6,0.023036575226892675,1
HSPA8,PHF14,0.02302391701644516,1
PSAT1,GSK3B,0.02294240822959085,1
HIST1H1D,TXNDC9,0.02294206921672871,1
NUCKS1,PHF10,0.022883745559878228,1
H3F3A,BIRC2,0.022858292467723047,1
HIST2H2BE,NREP,0.02279833315244027,1
APOE,SLC25A3,0.022789979858239242,1
HIST1H1B,XRCC4,0.02275860938447591,1
C4orf3,ATP6V0B,0.02265121783648814,1
H3F3A,BRD9,0.022633220475826395,1
HSP90B1,PMEL,0.022625334674484705,1
APLP2,SUPT4H1,0.022609401422597528,1
SLC2A1,TET1,0.02254729983556895,1
PPP1R1A,SMARCA4,0.022498560594063702,1
CCNL2,IKBKG,0.022498142367088407,1
EEF2,ATP6V0B,0.022497735009303552,1
HIST1H1B,SLC39A6,0.0224818261081004,1
LRIG1,TCF3,0.02243819302988791,1
PIM2,SOX2,0.022407404270932352,1
MDFIC,ANTXR1,0.022316863543553347,1
HIST1H3E,MAPKAPK2,0.022301032193919167,1
TAF1D,SHPRH,0.022260514712571927,1
RNF187,DAXX,0.022218593402799143,1
NDUFB9,FOXH1,0.022218496202567287,1
ABCA1,DHCR24,0.022214663700616494,1
PLAAT3,NDUFB4,0.022170987566769867,1
POU5F1,TADA1,0.022151765134184074,1
SFRP1,SLC39A6,0.02212849489779744,1
TOP2A,ARID1A,0.02206693566014146,1
APOE,RAB3B,0.022051001544720252,1
ACSS2,DHCR24,0.022032773770222645,1
DEPDC1,MKI67,0.022032715213348448,1
ACTB,FOXH1,0.02202988991487037,1
HIST1H4C,DNAJA3,0.02196232180742654,1
ACTB,HSBP1,0.02192449492948766,1
SCD,ACAT2,0.021875689678098033,1
C13orf42,SUPT4H1,0.021845963714009795,1
NDUFB9,RAB3B,0.021830619626421997,1
SAFB2,SAFB,0.021817507780838404,1
MCM4,KDM1A,0.02179358800248139,1
GSN,TET1,0.0217198209619065,1
EEF2,FOXH1,0.021665393213124665,1
PUS7L,DNMT1,0.021653866731291743,1
IGFBP2,DNAJA3,0.021604403452955338,1
MT-ND3,TSC22D4,0.021578404124249197,1
EEF2,TWF2,0.02156182680807388,1
EGR1,RAF1,0.021557767903549095,1
STARD4,INSIG1,0.021547304659615914,1
CD24,MAPKAPK2,0.021533053377156487,1
ITGB5,USP22,0.021424850761503786,1
POU5F1,TMSB10,0.021419877555059502,1
GNA14,SMARCA5,0.021357286806339547,1
BAX,HAT1,0.021335858382609325,1
NCL,SAFB,0.021286803170476792,1
FADS2,SV2A,0.02125183350592809,1
HIST1H1C,SHPRH,0.02124557952193332,1
HYOU1,METTL17,0.021244995115495824,1
NANS,TAZ,0.021229687921931712,1
SHISA2,SMARCA4,0.02122219998694843,1
SYNGAP1,BRD9,0.021209952990109,1
ZIC5,SOX2,0.021209459411983475,1
SKIL,ACVR1B,0.02120366535226289,1
PFN1,NDUFB6,0.021203135823656506,1
RRM2,HAT1,0.021181003160815736,1
NCL,RNF20,0.02108402399462836,1
CBLC,PRCP,0.021083010331086324,1
AK4,CHMP3,0.021030573830850587,1
