source,target,weight,count
VASH2,STAG2,0.08798458532972657,1
NPDC1,NISCH,0.0877397897569217,1
GJA1,CLDN6,0.08751659185677718,1
HELB,STAT1,0.08744304901906892,1
ITGB5,FOXH1,0.08701701242018295,1
OPN3,SAFB,0.08638363079524289,1
SPATC1L,WSB2,0.08580840417972035,1
DPYSL3,SOX2,0.0854984724277904,1
SCD,DHCR24,0.08527083779174122,1
SEPHS1,ETV4,0.08495701950804248,1
HSP90AB1,CLDN7,0.08352945558123544,1
EEF2,SDC1,0.08271746335886378,1
SCD,SV2A,0.08263834011834578,1
LIPA,EID2,0.08233049768552662,1
RAB15,EPB41L2,0.0808018859546832,1
NDUFA4,PHF14,0.07944675954442117,1
MTA3,DHX36,0.07925784331567826,1
ZFP42,TRAPPC6A,0.07821142915476605,1
FAM53C,HIRA,0.07758885894077762,1
CDK1,SIX4,0.07717690285439145,1
OR2B6,NREP,0.07700802327913103,1
TOP2A,MKI67,0.07660393156930444,1
CD24,TAF13,0.07622026999784061,1
FAM162A,TRAPPC6A,0.0758646369072975,1
PSAT1,METTL17,0.07571854306262511,1
ACAA2,SMAGP,0.07541459494776402,1
EIF5B,TXNDC9,0.07528399955206835,1
SLC35B1,SIN3B,0.07508094505367822,1
ALDH16A1,HMGB2,0.07420697327433425,1
ZIC1,SMARCA4,0.0741612265063283,1
HIST1H2BH,ACVR1B,0.0736045323847393,1
CDK1,DAXX,0.07316933217000415,1
CYP2S1,IKBKG,0.07315766215243916,1
SALL3,SMARCA5,0.07264289467707724,1
PFN1,ATP6V0B,0.07252635040532708,1
TOP1,INSIG1,0.0723111914926956,1
FAM162A,LAD1,0.07226247403244997,1
DYNLL2,SV2A,0.07184068769746454,1
PSAT1,UQCRQ,0.07181994974621615,1
MFGE8,TADA1,0.07098157981383782,1
CASP8AP2,NREP,0.07052312661064965,1
NKX1-2,KIF1B,0.07046752449930835,1
NARF,ACVR1B,0.07006408749964313,1
HSP90AB1,IRF3,0.07005268317518681,1
DNMT3B,SALL4,0.06960054406634826,1
HIST1H2BH,LZTR1,0.06923582760099217,1
DCXR,TET1,0.06899130712234658,1
PLK1,KIF20A,0.06893308885047778,1
TOP2A,NISCH,0.06888280578054595,1
ACAT2,FDPS,0.06884941293611824,1
TERF1,MED13,0.06798451955792265,1
OAT,KIF1B,0.06787582059579146,1
FAM162A,TET1,0.0675755465867639,1
MCM4,HAT1,0.06743168885282738,1
CNMD,SOX2,0.06704979071401633,1
EEF2,MED1,0.06692077476114382,1
ACSS2,SNCA,0.06691217568200089,1
G6PD,IKBKG,0.06684292279495851,1
TERF1,MED12,0.06683709910148043,1
TRIM46,HMGB2,0.06683604614203063,1
ID3,TCF3,0.06638418067645367,1
RBPJ,PHF14,0.06619134407618973,1
CTSC,ATP6V0B,0.06579161876654736,1
HSPA8,ZNF286A,0.0656492480661167,1
MIF,HSBP1,0.06557584363155465,1
PLK1,MKI67,0.06500795711548762,1
BEX1,SMARCA5,0.06473836059753782,1
ENO1,FDPS,0.0646468717862465,1
POU5F1,USP22,0.06443200942071939,1
FAM162A,SNCA,0.06405031167293387,1
GALK1,RRM1,0.063857069925956,1
HSP90AB1,CALM3,0.06319750625580464,1
ZNF664,FOXH1,0.06213179140497541,1
SRSF2,TFAM,0.062046205905349344,1
ERCC8,ZNF714,0.06180388823220759,1
HIST1H1C,KIF20A,0.061561430520509317,1
SEPHS1,SUPT4H1,0.06150624738934277,1
KRT8,WFS1,0.06145961250712871,1
HIST1H1B,KLF10,0.061113786204196316,1
HIST1H1B,DNAJA3,0.060250279424612335,1
IDH3B,SIN3B,0.06012251474154176,1
SLC7A11,MAP1B,0.060052809028986916,1
NUCKS1,DAXX,0.059599648465772447,1
NMU,SALL4,0.05928172205062031,1
HSPA8,SIX4,0.05895938947898296,1
EEF2,OXA1L,0.05880347123236375,1
APOE,PMEL,0.05854092469070097,1
POU5F1,MED13,0.05833962299385408,1
HIST1H1C,XRCC4,0.057789670257923635,1
GJA1,SEC62,0.05766722497338501,1
TUBA1B,TMBIM6,0.05756423848590884,1
TTC21B,HSBP1,0.05739990369457609,1
PSAT1,NDUFB4,0.05729511425431954,1
PLCXD1,STAT1,0.056980442191278215,1
SLC16A3,SNCA,0.056960959634758404,1
IGFBP2,SNCA,0.05614279741055364,1
HMGCS1,INSIG1,0.056105409555383866,1
PSAT1,MAP1B,0.05590284743640521,1
CCNB1,KIF20A,0.05527745773495967,1
PHC1,PMS1,0.055058442816799516,1
PTPRZ1,STAG2,0.05494735456267689,1
MT1F,RNF2,0.054935323274884935,1
CRABP2,USP22,0.05474570411120248,1
CHD4,RNF2,0.054297471831454155,1
SLC1A5,CLDN7,0.05404182366766558,1
NUCKS1,CAST,0.05371836145594108,1
MT-ND3,HIRA,0.05347017612790519,1
TPX2,KIF20A,0.052308724692097436,1
MFGE8,SDC1,0.05220915298907725,1
HIST1H2BH,RRM1,0.052022044646922255,1
CDK1,BRD9,0.05178085325407982,1
ACSS2,TRAPPC6A,0.05158619253647087,1
ERG28,ACAT2,0.05151766626176116,1
ITPR2,TGFBR2,0.05141240167088743,1
MT-ND3,TFAM,0.05049407153619226,1
GPR176,MED13,0.05046884657191057,1
JTB,PRR12,0.05042525437588116,1
SCGB3A2,HMGN1,0.05012396929503449,1
VASH2,PAGR1,0.04988525258877979,1
LARP7,TAF13,0.04950935210109082,1
PSAT1,KDM2B,0.0492942809087743,1
HSPA8,SLC39A6,0.04924453304606787,1
HAPLN3,SLC25A3,0.049109090288936126,1
EPPK1,SAFB,0.04908743186776726,1
EEF2,SEC62,0.0490431395158252,1
PHC1,MED12,0.04901086806684162,1
HSP90AB1,SMARCA4,0.04860153040056321,1
MTHFD2,EPB41L2,0.04854814715282035,1
EEF2,ZNF714,0.048379513732580474,1
TOP2A,TAF13,0.048002054732018504,1
IDS,DHCR24,0.047966518731319095,1
IGFBP2,SUPT4H1,0.047922641438759336,1
TUT7,MAPKAPK2,0.04780497877510555,1
HSP90AB1,FDPS,0.047798048987449486,1
PFN1,EWSR1,0.04778442224799651,1
WSB1,TAF13,0.047490461792507516,1
ACSS2,ACAT2,0.04734882572695332,1
HIST1H1C,SMAGP,0.04723562683920895,1
FKBP10,WSB2,0.04676463951077391,1
TOP2A,MED13L,0.04672361647641991,1
ZNF416,MED13L,0.04655113742921407,1
UBE2C,TXNDC9,0.04633002561807075,1
PDIA3,PMEL,0.046107250917042306,1
TRIM32,MAPKAPK2,0.0459923906949835,1
HSP90AB1,ACAT2,0.045820883947394274,1
CD24,MED12,0.04578053981051902,1
LAPTM4B,ATP6V0B,0.045606024849985584,1
NUCKS1,MAP1B,0.045570316206206586,1
TPX2,MKI67,0.04552059757810205,1
PDLIM1,CREG1,0.0452538926803682,1
HIST1H1B,WSB2,0.04521198756874054,1
SLC16A1,STAG2,0.044996142029188536,1
HPDL,ZNF714,0.04488975295160774,1
CDK1,MKI67,0.04484467715240691,1
HJURP,CDCA2,0.04451783130266251,1
KIF5C,MAP1B,0.04368585354551593,1
DHCR7,AKT2,0.04362976511737588,1
CDK1,GSK3B,0.043618678712673664,1
SLC44A2,LZTR1,0.043546131569623066,1
LYAR,TFAM,0.04352619127003415,1
NUCKS1,HMGN1,0.04350383809074006,1
POU5F1,HSBP1,0.04344544218167454,1
HNRNPF,CASP2,0.04342081959228109,1
HIST1H1B,ZNF426,0.04336639347511199,1
TNNT1,TET1,0.04332001611622296,1
JADE3,KDM2B,0.04320841038105912,1
BLOC1S1,STX4,0.04319972679306436,1
NUCKS1,NRAS,0.042985816104204974,1
IGFBP2,INSIG1,0.04297338787674221,1
ACTB,EPHB4,0.04251303228348066,1
CRABP2,RNF2,0.04176221905891483,1
MT-ND4,LRPPRC,0.04175450591924478,1
ACTB,TET1,0.04171560101438689,1
MT-ND3,LRPPRC,0.04151635625856236,1
STC2,TFAM,0.04141798019406085,1
SSR3,METTL17,0.04135630698759231,1
ANKRD52,CASP3,0.04134111429439218,1
PFN1,SLC25A3,0.041267178891562326,1
HIST1H1B,ATP1B1,0.04125600851128271,1
EEF2,UQCRQ,0.04123824507739549,1
CDK1,SLC39A6,0.04112349431166364,1
KRT18,WFS1,0.04108170225125454,1
BCOR,SOX2,0.04103501150934202,1
HNRNPC,CALM3,0.04086890225549853,1
HSP90AB1,METTL3,0.040856270523386536,1
NDUFB9,ATP6V0C,0.04082599469310798,1
LDLR,INSIG1,0.04067045797288661,1
CD24,TADA1,0.04050615346654457,1
CHD7,ACVR1B,0.04008403238234414,1
PTGIS,STX4,0.04005476875647836,1
SERPINB9,EWSR1,0.03988007958605468,1
CDK1,KLF10,0.03983295766943832,1
PODXL,MED13L,0.0395507356483699,1
FADS2,DHCR24,0.03933071404352659,1
ACAT2,DHCR24,0.03925134177029626,1
DNMT3B,MED1,0.03905113627460976,1
TRIM36,CASP3,0.03863305807365918,1
MFGE8,RAB3B,0.03859467827943987,1
EEF2,CLDN7,0.03857593097387415,1
IGFBP2,LAD1,0.03856858543863325,1
HSP90AB1,FOXH1,0.03843745204789853,1
MIF,NDUFB4,0.03810840852479808,1
CDK1,SOX2,0.037803258675887505,1
IGF2BP3,TADA1,0.037601181815221235,1
CDK1,TGFBR2,0.03754467838878112,1
RAB34,SNCA,0.03752750801211141,1
CDC6,CASP3,0.03727858836968468,1
RHOBTB2,NRAS,0.03726144249416642,1
WARS,SIN3B,0.03719194415034719,1
MFGE8,WSB2,0.037093107017503735,1
GPX3,IGF2R,0.0370579404542811,1
HSPA8,DHX36,0.036800293013345926,1
TUBB2A,ACVR1B,0.036797196942853355,1
H3F3A,NREP,0.036784889247251415,1
CDK1,NISCH,0.03673937806907176,1
SCD,MBTPS1,0.03672711293293763,1
HVCN1,ACAT2,0.036699641566989266,1
ENO1,MBTPS1,0.036678644720054346,1
FDFT1,FDPS,0.036650315251400355,1
KIF23,BRD9,0.03661632858642892,1
FOXO4,MED12,0.036495894485720735,1
MSMO1,TMSB10,0.03649251343163337,1
ACLY,DHCR24,0.03647533930353605,1
PFN1,FOXH1,0.03634304912909898,1
PEG3,TET1,0.03623009146127245,1
LPCAT1,TRAM2,0.03622154283371658,1
LHPP,KIF1B,0.03617973307931599,1
MAP3K12,TARBP2,0.03615742643350881,1
DPPA4,C1QBP,0.03610944653740892,1
TNNT1,GSK3B,0.03610051272652582,1
COL1A1,EIF4B,0.035763295262146895,1
OAZ1,USP22,0.035679567763630154,1
SEPHS1,RAF1,0.0354992072478904,1
STK39,EPB41L2,0.03536234350763618,1
LIN28A,DAXX,0.035304099126197856,1
GAL,STAG2,0.034971153667989585,1
TOP2A,PRR12,0.03495177874467541,1
PFN1,ZNF593,0.03494249453801693,1
CDK1,WSB2,0.03481571310732066,1
B4GALT5,TRAM2,0.03468862185523704,1
MTMR1,HIRA,0.03467071769888322,1
EEF2,CASP2,0.03430078351753508,1
OAZ1,HSBP1,0.03429761399623946,1
EEF2,TRAM2,0.03421378218301896,1
SLC16A1,DHCR24,0.03419496233417577,1
VIM,SHPRH,0.03408382744730748,1
H2AFZ,C1QBP,0.0340752448655178,1
MT-ND4,METTL17,0.034073665789894673,1
HIST1H1B,PRDM14,0.03369909134175259,1
CD24,MED13,0.03369645205448872,1
HMGCS1,SNCA,0.033588676976376616,1
HIST1H1B,MAP1B,0.033578272112933315,1
CENPE,MKI67,0.03349029621549982,1
RPP25,SIN3B,0.033194343275329836,1
DDIT4,TFAM,0.0331493667403214,1
WSB1,ATM,0.033029446688761815,1
ID1,PRDM14,0.03296949441015153,1
RAB34,TWF2,0.03283961002055655,1
LIN28A,MAPKAPK2,0.03268908981641315,1
AKAP7,EPB41L2,0.03260659708243311,1
PHC1,MED13L,0.03243423286368268,1
CTBP2,STAG2,0.032407746134792415,1
PMAIP1,SIX4,0.03234517140548589,1
MAT2A,PRDM14,0.03232112426127319,1
GJA1,SLC39A6,0.03221849060747391,1
HIST1H1B,MKI67,0.03221567342546457,1
HIST1H3E,MAP1B,0.03212129838018779,1
SMOX,KDR,0.03206002780237486,1
PSAT1,OXA1L,0.032033074892771296,1
C4orf3,SDC1,0.03191145078709621,1
MCM4,RRM1,0.03189738421153625,1
TERF1,MED13L,0.03185538931767937,1
KCNG3,HMGB2,0.031703982261654606,1
OAZ1,POLB,0.0316797208089664,1
CDK1,AKT2,0.031391765197478924,1
HSP90AB1,ATP6V0C,0.031220270755202808,1
ADAM9,TSC22D4,0.031210450052596563,1
TMSB4X,PRR12,0.03115576518033801,1
HNRNPAB,C1QBP,0.031071240799476648,1
IGSF21,AKT2,0.03091920015452099,1
MEF2B,OXA1L,0.03089594245491498,1
TPM1,SMARCA4,0.030814285874410166,1
LENG8,IKBKG,0.03077356368793352,1
SLC1A5,IGF2R,0.03067806347863632,1
DHCR24,SV2A,0.03059628283689885,1
CLDN6,ATP6V0B,0.03052863559108481,1
TUBA1B,POLB,0.030371430873832365,1
CDK1,PHF10,0.030331511856137573,1
PHC1,METTL3,0.030201811797036897,1
POU5F1,NREP,0.0300964727685604,1
MIF,DLG5,0.03005959977273841,1
STMN2,KDM1A,0.02978150899864279,1
SLC7A11,METTL17,0.029503574045136555,1
TERF1,MED1,0.029426241074768315,1
GFER,EPHB4,0.029383205741415317,1
CHGA,BIRC2,0.029330333497647503,1
CD24,EIF4B,0.029262010970178092,1
RASGRF2,PRR12,0.029216530685717987,1
ANKRD9,SRC,0.029083407509144166,1
TUBB2B,TWF2,0.028991399544026242,1
NCOA3,SRC,0.028740340738702352,1
TOP2A,SIN3B,0.02861612012849356,1
CENPV,USP22,0.028554842342604508,1
HIST1H3E,TMBIM6,0.028447903244808975,1
PODXL,USP22,0.028435577819109895,1
HSP90AB1,RRM1,0.028328563921750566,1
EEF2,ARID1A,0.028298468861085994,1
PLK1,TXNDC9,0.028297974635015037,1
PFN1,OXA1L,0.028286919324611446,1
CIP2A,DZIP3,0.028134260970220905,1
PGM1,SNCA,0.028013041863336696,1
IGFBP2,TET1,0.028005212129551666,1
NRDC,NRAS,0.027926973646626625,1
IDO1,STAG2,0.027788888512052325,1
MFGE8,CREG1,0.02777112524498016,1
HSPA8,ZNF426,0.02767810833726459,1
IGFBP2,HIRA,0.027645301044074606,1
EBNA1BP2,DNAJA3,0.02761386701929524,1
EEF2,CAMSAP2,0.027493435290519296,1
RAC3,TET1,0.02729084796141467,1
TPM1,EWSR1,0.02727224771949673,1
TOMM7,FOXH1,0.027267990242673203,1
EEF2,SLC39A6,0.02725528101914429,1
TUBA1C,OXA1L,0.02724341769101528,1
ITGB5,TGFBR2,0.027226800741890163,1
EEF2,TFAM,0.027121499735694346,1
SHC1,ETV4,0.027030628797162427,1
ACTB,SUPT4H1,0.027019475597690003,1
MYBL2,NCK2,0.02696058620961103,1
SBNO1,SAFB,0.02694855186780027,1
ZSCAN10,PRR12,0.02694697815558364,1
WSB1,TET1,0.026881567792896004,1
ZNF664,NCK2,0.02688047843584947,1
BRI3,UQCRQ,0.026811954041466926,1
HIST1H1D,TXNDC9,0.02676881912938003,1
NQO1,DAXX,0.02672129657610092,1
C13orf42,SUPT4H1,0.026688232977408865,1
IGFBP2,PHF14,0.026613814411772015,1
PCK2,TFAM,0.026546639756215396,1
CDC20,KIF20A,0.026540141199674065,1
SCD,TAF13,0.02653727118447198,1
NSMCE1,IGF2R,0.026447676924495022,1
PDIA3,CLDN6,0.026264604298782294,1
PGAP2,TAZ,0.0262479546334873,1
TEDC2,EPHB4,0.026224412955444636,1
AK4,RAF1,0.026201424505315034,1
CALR,CLDN7,0.026117387355650744,1
HIST1H1B,SLC39A6,0.026104677035291592,1
EEF2,METTL17,0.026102709680237215,1
OAZ1,TMSB10,0.026007291155639763,1
TMSB4X,HSBP1,0.025974646160521715,1
EFNB1,PRDM14,0.025947930673377684,1
MGST1,EWSR1,0.025827006609157863,1
GPR176,USP22,0.025822985460517773,1
MED14,NRAS,0.025629799870842452,1
DEPDC1,MKI67,0.025552181827760433,1
H1F0,NREP,0.025480437020580286,1
ENO1,ZNF286A,0.02543979907317052,1
ACSS2,DHCR24,0.025337106385173044,1
CDK1,MAST2,0.02520089941102361,1
TOB1,SIX4,0.025151344506504157,1
TOP2A,PHF10,0.02511670417271714,1
HIST1H4C,ZNF426,0.0250451195674443,1
TMEM64,UQCRQ,0.025024447474773226,1
HIST2H2BE,NREP,0.025002731405493795,1
BCOR,KDM2B,0.02492154644343924,1
HIST1H4C,KDR,0.024864701125693466,1
HIST1H1B,MED13L,0.024843815436683275,1
PDIA3,WFS1,0.024805879837396818,1
CLDN6,SNCA,0.02478194713286689,1
DLGAP5,HMGB2,0.02473648731600442,1
CNN2,ARID1A,0.02473613209525646,1
HIST1H1B,STAG2,0.024729855287382908,1
TUBA1B,PBX1,0.02469188718767909,1
ENPP1,STAG2,0.02469120104438797,1
DHCR7,DHCR24,0.024690884560340992,1
HCFC1R1,CLDN6,0.024681330025490847,1
USP9X,USP22,0.02465859986373349,1
DDIT4,LRPPRC,0.02463058505021191,1
CHML,ZNF714,0.024553681600409626,1
CLDN6,DHCR24,0.02450174774126845,1
APOE,NDUFB4,0.024484930856450374,1
LAMP1,SIN3B,0.02446037827085833,1
SRSF2,DAXX,0.024427184563851435,1
EIF1,CALM3,0.024358741654249307,1
H2AFZ,CLDN7,0.024349612141278665,1
PUS7L,DNMT1,0.024316485180588262,1
CDK1,MED13L,0.02429605185972423,1
DTL,CENPO,0.0242778041589823,1
VIM,CHMP3,0.0242385453816031,1
IGFBP2,DNAJA3,0.02422997891096216,1
CDK1,SIN3B,0.02417833671468997,1
TMSB4X,USP22,0.0241403901039392,1
EIF1,C1QBP,0.024055976114903812,1
PLCB4,ACAT2,0.024015861564746527,1
NDUFAB1,SIN3B,0.024008653324161605,1
EGR1,RAF1,0.02399936670649849,1
CDC25A,TAF13,0.023994549466729076,1
SRP9,METTL14,0.023974901789118402,1
STAT3,STAG2,0.02393962951314866,1
SLC38A1,TWF2,0.02393433564066863,1
ACTB,METTL17,0.02390832619081945,1
C4orf3,SNCA,0.023862432411094633,1
TRIB3,OXA1L,0.02384662981568428,1
VCL,TMSB4X,0.02379147774147088,1
HIST1H1B,TGFBR2,0.023764563432537304,1
DYNLL2,DHX36,0.023759965459704345,1
NUP62,STX4,0.023622117863606237,1
NDUFB9,FOXH1,0.02349290217552076,1
TOP2A,ARID1A,0.02341529820574038,1
SHISA2,MED12,0.02340589636166539,1
CYP51A1,DHCR24,0.023388875107975708,1
LIN28A,WSB2,0.023383494818219126,1
FAM162A,SRC,0.023376642576283403,1
TOP2A,PAGR1,0.023277419636420927,1
CCNL2,IKBKG,0.02319850453522689,1
APOE,SLC25A3,0.023173211649733284,1
UCP2,EWSR1,0.023165831260763943,1
SCGB3A2,CASP3,0.023138423829665137,1
PPP1R1A,SMARCA4,0.023099561195864794,1
EEF1G,OXA1L,0.023062067331447028,1
EEF2,PRDM14,0.022990932878759245,1
SFRP1,TGFBR2,0.02298639529237054,1
EEF2,HSBP1,0.022966285049561087,1
COL1A1,ZNF286A,0.022907130868480296,1
COL1A1,PMEL,0.022871695709586904,1
SLC16A1,WFS1,0.022863554720116957,1
FABP5,TAF13,0.022858048638388938,1
SFRP1,KIF1B,0.02276622428471731,1
THY1,SMARCA4,0.022735169413148185,1
CDC25A,CASP3,0.022582737181412526,1
SLC7A11,EIF4B,0.022576000508804896,1
SYT4,PHF14,0.02253174674751996,1
MSH6,ZNF426,0.022484024746103164,1
SALL3,KDM2B,0.022471859121796518,1
FAM162A,CAMSAP2,0.022428032363675337,1
MYL9,MED12,0.022377053435865633,1
DHCR24,ACAT2,0.022244351737641825,1
ACTB,CLDN7,0.022242914702837523,1
ACTB,PMS1,0.022215130875758767,1
UBA52,CALM3,0.02219295682930487,1
FABP5,UQCRQ,0.022135820331224087,1
SKIL,ACVR1B,0.02210877702839917,1
HIST1H3E,CHMP3,0.0221036977398203,1
GPC4,ETV4,0.022045754528547557,1
POU5F1,RAB3B,0.0220201678678207,1
AK4,CHMP3,0.022003595621112152,1
THOC2,CLDN7,0.02197045197837972,1
NUS1,ZNF286A,0.021951084948014326,1
ITGB5,USP22,0.021889423435800363,1
PIM2,SOX2,0.021873229900591252,1
APP,PMEL,0.021747212667225915,1
PLAAT3,NDUFB4,0.0217294749378351,1
ZCCHC7,LZTR1,0.021668544312468774,1
ERBB2,USP22,0.021634061050567026,1
CUZD1,UQCRQ,0.02163026503244165,1
MDFIC,ANTXR1,0.02162390683272611,1
CTBP2,PAGR1,0.021615646473780926,1
OAZ1,ANTXR1,0.021575352878511568,1
SCN9A,KDM1A,0.02156365055738124,1
MT-ND4,NDUFB4,0.021543118569459164,1
FAM162A,HMGB2,0.021538988911753914,1
WSB1,TFAM,0.021475350729176314,1
HNRNPC,PMS1,0.02142927010379365,1
NUCKS1,PHF10,0.0214141651920241,1
HSP90AB1,SSBP1,0.02140778751393709,1
EEF2,SLC25A3,0.021393842014157522,1
CLIC4,IRF3,0.021377412440924014,1
PLK1,XRCC4,0.021334665973552068,1
DEPDC1,CDCA2,0.021324101845072586,1
H3F3A,BRD9,0.021312460431924515,1
IVNS1ABP,SOX2,0.02128152349247829,1
SYNGAP1,SHPRH,0.021276303905518937,1
LAPTM4A,DAXX,0.021258082446332913,1
SCD,ACAT2,0.021252342191576092,1
NDUFA6,EWSR1,0.021189008951317666,1
ACTL8,TMSB10,0.021169577080202808,1
TOP2A,SLC39A6,0.021134982239728088,1
FADS2,SV2A,0.021067367599975982,1
SLC16A1,SEC62,0.02105449070359437,1
POU5F1,ZNF714,0.02088435139880522,1
PSAT1,EPHB4,0.02088263010014883,1
CD24,NDUFB4,0.020871835704597913,1
MIF,CAMSAP2,0.02081935803665401,1
HIST1H1B,DNMT1,0.020809383708138434,1
HMGCS1,DHCR24,0.020785184116771886,1
NME4,HAT1,0.020769811617757598,1
PCDH7,TET1,0.020760385412329736,1
CBLC,PRCP,0.02073085535714889,1
EEF2,ATP6V0B,0.020687256518162098,1
MCM4,OXCT1,0.020683657227180508,1
TOB1,KLF10,0.020590569853913422,1
OAZ1,ZNF714,0.020589054942781196,1
