source,target,weight,count
PUS7L,DNMT1,0.03876041389084898,1
PHC1,PMS1,0.038635604911353254,1
ERCC8,ZNF714,0.03849532553184505,1
FDFT1,FDPS,0.038324948771273216,1
HSPA8,ZNF286A,0.038311405561678356,1
MT-ND3,HIRA,0.038276256684474874,1
TUT7,MAPKAPK2,0.03818924795551691,1
DDIT4,TFAM,0.03809083683693016,1
PSAT1,KDM2B,0.03800971996268192,1
IDO1,STAG2,0.03786949147057449,1
ENO1,FDPS,0.037655738229493994,1
HIST1H1B,WSB2,0.03740860783384205,1
CD24,MED13,0.03734054320483381,1
HSP90AB1,FDPS,0.03711633773630027,1
HIST1H2BH,LZTR1,0.03709694121723287,1
VASH2,PAGR1,0.03698690236121441,1
MT-ND3,TFAM,0.03680001798472103,1
UBE2C,TXNDC9,0.03668495578031178,1
HSPA8,SLC39A6,0.036566834441696075,1
SLC2A1,TET1,0.03655758807285784,1
EEF2,ZNF714,0.03651319553119572,1
LARP7,TAF13,0.036457648897903844,1
OAT,KIF1B,0.036431276737211346,1
WARS,SIN3B,0.036300794994929754,1
SLC16A1,STAG2,0.03583162774668485,1
CD24,MED12,0.03568705772985436,1
HSPA8,DHX36,0.03568365546387196,1
NUCKS1,HMGN1,0.03564644237081846,1
SLC1A5,CLDN7,0.035484695133072806,1
ID1,PRDM14,0.035443056531215815,1
KIF23,BRD9,0.03535879914386561,1
FKBP10,WSB2,0.03533161969043482,1
LYAR,TFAM,0.03532384521823963,1
FAM162A,LAD1,0.03524178740455743,1
HIST1H1B,DNAJA3,0.035222346724510446,1
TPX2,KIF20A,0.03510643786772076,1
ACSS2,TRAPPC6A,0.03492658245508011,1
MT-ND3,LRPPRC,0.03485694987748424,1
HVCN1,ACAT2,0.03477750272689256,1
KIF5C,MAP1B,0.03450548026817187,1
CDK1,SLC39A6,0.03443637651052047,1
KRT18,WFS1,0.03436539492128348,1
PDLIM1,CREG1,0.034239285921267903,1
PLCXD1,STAT1,0.03417686905227087,1
CDC25A,TAF13,0.03416198141297901,1
NUCKS1,CAST,0.03405091346261345,1
POU5F1,HSBP1,0.03396087869458196,1
TRIM32,MAPKAPK2,0.033835366755102805,1
EEF2,OXA1L,0.03372242510819918,1
NUCKS1,NRAS,0.033682233596244934,1
TUBB2A,ACVR1B,0.03365850016400218,1
CDC6,CASP3,0.0335215187267846,1
WSB1,ATM,0.03352037420761811,1
PMAIP1,SIX4,0.03344663976126734,1
ITPR2,TGFBR2,0.03332721011806752,1
IGSF21,AKT2,0.03332170009006277,1
EEF2,METTL17,0.033230467458197945,1
PLK1,TXNDC9,0.03309187179540985,1
H3F3A,NREP,0.03278643102386154,1
HPDL,ZNF714,0.032723210218480264,1
MAT2A,PRDM14,0.03254278653090411,1
JTB,PRR12,0.03253509282213924,1
PDIA3,PMEL,0.03244511368883012,1
PFN1,SLC25A3,0.03239919692029719,1
PSAT1,NDUFB4,0.032372451586939396,1
ZNF416,MED13L,0.032316439758828586,1
JADE3,KDM2B,0.032178176581602026,1
CRABP2,USP22,0.03208934590669251,1
CDK1,KLF10,0.031941364244563224,1
MFGE8,RAB3B,0.03183961060386522,1
CRABP2,RNF2,0.03180313226868932,1
ACAT2,DHCR24,0.03172620955418677,1
PHC1,MED12,0.031537187427013745,1
CDK1,SOX2,0.03137732996404578,1
HIST1H3E,TMBIM6,0.030923242181916142,1
HSP90AB1,METTL3,0.03084838552899901,1
HIST1H1C,SMAGP,0.030838490256446284,1
ACTB,TET1,0.030639625246184007,1
LHX8,SALL4,0.030478203394349423,1
IGFBP2,INSIG1,0.030348452502586658,1
SBNO1,SAFB,0.03030779740043712,1
TOP2A,TAF13,0.030220574029140468,1
HIST1H1B,MKI67,0.030006096081588773,1
ENO1,MBTPS1,0.029956023468085537,1
GAL,STAG2,0.029779596245127597,1
HIST1H1B,PRDM14,0.0297720522652275,1
MIF,NDUFB4,0.0297303403257066,1
HIST1H4C,ZNF426,0.02970951779391902,1
CHD7,ACVR1B,0.02970702181883604,1
TNNT1,TET1,0.02966180084382126,1
GJA1,SEC62,0.029638194725287,1
CDK1,GSK3B,0.029502777212848656,1
SMOX,KDR,0.02945081327135503,1
NUCKS1,MAP1B,0.029274886691078927,1
CDK1,AKT2,0.029169706262741717,1
HIST1H1B,MAP1B,0.029088565301684556,1
EEF2,CLDN7,0.028832620495333132,1
MED14,NRAS,0.028831507036921798,1
SSR3,METTL17,0.02878905976340665,1
MSMO1,TMSB10,0.028773903889465918,1
TNNT1,GSK3B,0.028696531663232827,1
NRDC,NRAS,0.028681877669500783,1
TRIM36,CASP3,0.028675890153265538,1
HNRNPC,CALM3,0.028516989854652324,1
PHC1,METTL3,0.0285032155977291,1
SLC16A1,DHCR24,0.028477703308348232,1
PTGIS,STX4,0.028352189764989655,1
SEPHS1,RAF1,0.02834976054156173,1
LPCAT1,SAFB,0.028275935177796994,1
ACTB,EPHB4,0.028076801765880375,1
OAZ1,TMSB10,0.02763300739335428,1
BLOC1S1,STX4,0.027595744235794622,1
CDK1,TGFBR2,0.027398570915081803,1
NMU,SALL4,0.027277831390447666,1
STAT3,STAG2,0.0272511791765129,1
B4GALT5,TRAM2,0.027198234604367905,1
MTA3,DHX36,0.02707996039976298,1
WSB1,TAF13,0.027075987639263655,1
TPM1,SMARCA4,0.026991269818234468,1
ACTL8,TMSB10,0.026961930475356253,1
CLDN6,ATP6V0B,0.02695602742543546,1
EEF2,SLC39A6,0.026914892669763206,1
HMGCS1,DHCR24,0.026900485550437107,1
TPM1,EWSR1,0.026834644764818776,1
STK39,EPB41L2,0.026532317137430636,1
DEPDC1,CDCA2,0.026481592315902892,1
FOXO4,MED12,0.026359914170287175,1
CENPV,USP22,0.026338711258936606,1
TMSB4X,PRR12,0.026333236558600537,1
TMSB4X,USP22,0.02630060467544926,1
HIST1H4C,SIX4,0.026297389514167803,1
PCK2,TFAM,0.02623859616950578,1
STMN2,KDM1A,0.026081658295053167,1
POU5F1,NREP,0.02602637300127192,1
RAB34,SNCA,0.025913164312440933,1
GPX3,IGF2R,0.025869725774556863,1
LIN28A,MAPKAPK2,0.02586834528346238,1
CDK1,NISCH,0.025795636114300014,1
FAM162A,TRAPPC6A,0.025744326540428197,1
DDIT4,LRPPRC,0.025714367788691135,1
OAZ1,POLB,0.025683072419294174,1
CD24,TADA1,0.025637839246555296,1
TOP2A,PRR12,0.0255076403169402,1
DPPA4,C1QBP,0.02541551017802348,1
EIF1,C1QBP,0.025346979553348505,1
FAM162A,SDC1,0.025337836857147876,1
CENPE,MKI67,0.02524310768739223,1
PDIA3,CLDN6,0.025144754842215254,1
RASGRF2,PRR12,0.02513508145042616,1
GPR176,USP22,0.025050440028639927,1
ZSCAN10,PRR12,0.025031327798500536,1
SLC7A11,EIF4B,0.024934015048136526,1
EEF1G,OXA1L,0.024787927640052398,1
SCD,TAF13,0.024713570988187796,1
TERF1,MED13L,0.02463464806035752,1
HNRNPF,CASP2,0.02457565274189165,1
EEF2,HSBP1,0.024510267437720112,1
SLC44A2,LZTR1,0.024475399447247442,1
FASN,INSIG1,0.02445754789597888,1
LHPP,KIF1B,0.02441481875458193,1
CENPF,TWF2,0.02426833321037584,1
APELA,KDM1A,0.024249468177638827,1
CDK1,WSB2,0.024243334277520928,1
HSPA8,ZNF426,0.02420881519361096,1
TUBA1C,OXA1L,0.02419528051616937,1
H2AFZ,C1QBP,0.024098547727027297,1
SCGB3A2,CASP3,0.024012559045498958,1
LARP1,DHX36,0.023973511576890365,1
RAC3,TET1,0.02392521346781779,1
PEG3,TET1,0.023884585547376134,1
EEF2,CAMSAP2,0.02386588062553691,1
NDUFB9,FOXH1,0.023859814898055342,1
KCNG3,HMGB2,0.02377931676725988,1
CTBP2,STAG2,0.02377367105131594,1
LPCAT1,TRAM2,0.02340095957093647,1
COL1A1,EIF4B,0.02336324831199552,1
NQO1,DAXX,0.023337346850400228,1
HMGCS1,SNCA,0.023218786399513237,1
HIST1H3E,MAP1B,0.023182805314752735,1
HIST2H2BE,NREP,0.02318009305189908,1
OAZ1,HSBP1,0.023158682296118033,1
SLC7A11,METTL17,0.022837151372160174,1
DNMT3B,MED1,0.022829122643601815,1
SFRP1,TGFBR2,0.02279283850789715,1
ENPP1,STAG2,0.02275003584378478,1
CDC20,KIF20A,0.022729851822350138,1
ZIC5,MED13,0.022605199399014085,1
MGST1,EWSR1,0.022529665508163297,1
TOP2A,PHF10,0.022489222834555993,1
CDK1,MED13L,0.022395812850866063,1
PIM2,SOX2,0.02239241288045532,1
BCOR,KDM2B,0.022373263078674915,1
ANKRD52,CASP3,0.02234166933992996,1
EEF2,UQCRQ,0.022138310852943377,1
CYB5B,ACAT2,0.022131558966550297,1
STC2,TFAM,0.022114105451376737,1
MCM4,RRM1,0.022092170767648415,1
H2AFZ,CLDN7,0.022059680433636375,1
ACTB,PMS1,0.022051288702193257,1
DDIT4,ZNF286A,0.022050499485908415,1
AKAP7,EPB41L2,0.021963769728464363,1
EEF2,ARID1A,0.021948657259342502,1
HSP90AB1,RRM1,0.02189721525631907,1
MFGE8,SDC1,0.02187367942631568,1
DTL,DNAJA3,0.021788306664445044,1
HMGCS1,ACAT2,0.02178723052370538,1
PFN1,FOXH1,0.021688617186176932,1
FOXD3,SOX2,0.02168056398947263,1
NUCKS1,PHF10,0.021566330221191053,1
HMGCS1,LRPPRC,0.021515922866971408,1
MAP3K12,TARBP2,0.02145811667956497,1
SERPINB9,EWSR1,0.02141254703738054,1
TUBA1B,POLB,0.0213252767983538,1
PODXL,MED13L,0.0212759219064704,1
MIF,TRAPPC6A,0.021243121105476267,1
CDK1,PHF10,0.02120216613447451,1
DHCR24,SV2A,0.02114307871308743,1
MSH6,ZNF426,0.021095426776419797,1
SRP9,METTL14,0.02106341159214759,1
MYL9,MED12,0.02095458055707355,1
PLAAT3,NDUFB4,0.020954503096840296,1
APOE,NDUFB4,0.02094165309765579,1
NDUFAB1,SIN3B,0.020919436247502747,1
CBLC,PRCP,0.020909378598298844,1
HIST1H1C,SEC62,0.020869591318801547,1
SLC1A5,IGF2R,0.02078530394851118,1
HIST1H1B,STAG2,0.020760216493327488,1
MFGE8,WSB2,0.020655804071511966,1
RAB34,TWF2,0.020645002134554804,1
LENG8,IKBKG,0.020543005697904147,1
CLDN6,SNCA,0.0204877736410765,1
HSPA8,TFAM,0.020445842573011738,1
FABP5,TAF13,0.020402310911600875,1
C4orf3,SDC1,0.020301430943438194,1
PHC1,MED13L,0.020298533324803383,1
EIF1,CALM3,0.020291886757091794,1
ITGB5,TGFBR2,0.020240202266450628,1
CDC25A,CASP3,0.020238387789920348,1
TOP2A,GSK3B,0.020219338681820336,1
TMEM64,UQCRQ,0.020121981931721548,1
HIST1H1B,ZNF426,0.020081400814561282,1
GJA1,SLC39A6,0.020052221942959622,1
ACTB,SUPT4H1,0.020015654155190316,1
OR2B6,NREP,0.019997832799376076,1
GSTP1,ATP6V0C,0.019958301605204724,1
HSP90AB1,FOXH1,0.019817016998599495,1
ACLY,DHCR24,0.019790149582183163,1
UBE2C,BRD9,0.019755966694730846,1
EEF2,SLC25A3,0.019744096627623026,1
HIST1H1B,PRR12,0.01972070949448494,1
CENPE,CDCA2,0.019711198342783565,1
OAZ1,USP22,0.01962771621601597,1
TERF1,MED1,0.019618942059389757,1
CHGA,BIRC2,0.01959061787583717,1
GNA14,SMARCA5,0.01954739693879363,1
NONO,PHF10,0.019436788448270428,1
PFN1,OXA1L,0.019421978995246395,1
DHCR7,AKT2,0.019332803479130287,1
STARD4,INSIG1,0.01931816206127034,1
DEPDC1,MKI67,0.019220373155457667,1
MT-ND4,NDUFB4,0.019199385418288747,1
EEF2,CASP2,0.01913210215979552,1
HSP90AA1,SAFB,0.01911394066233754,1
MYH10,MAP1B,0.019112933863016976,1
ITM2C,RNF2,0.0190783959171201,1
SOX2,SALL4,0.01899749464913595,1
HSP90AB1,ATP6V0C,0.018976126462954553,1
NUCKS1,NCK2,0.018926774092766354,1
LIN28A,WSB2,0.018914410508988865,1
CD24,EIF4B,0.018854133758974066,1
GFER,EPHB4,0.018847860074748403,1
HSPA8,RNF2,0.018807804754487185,1
ASS1,SEC62,0.018795033169048226,1
NUS1,ZNF286A,0.018745651110879936,1
IGFBP2,CLDN7,0.018712396582498732,1
SALL3,KDM2B,0.01862061106643743,1
LDHB,SLC25A3,0.018618461863336613,1
TUBB2A,ARID1A,0.018618195414902873,1
RCN1,ACAT2,0.018578159092634706,1
S100A10,ARID1A,0.018565044360899594,1
HIST1H1D,TXNDC9,0.018535947876380566,1
HIST1H4C,RRM1,0.01851079416336074,1
PPP1R1A,SMARCA4,0.0184671544343423,1
ADAM9,TSC22D4,0.018333989466435035,1
LENG8,BRD9,0.018332711139981053,1
ZNF664,NCK2,0.018289091593878492,1
IVNS1ABP,SOX2,0.018271533973434922,1
DHCR24,ACAT2,0.018257932994381967,1
HCFC1R1,CLDN6,0.018218256747067594,1
STC2,LRPPRC,0.018196789487698154,1
VIM,MAP1B,0.018195444028931255,1
ENO1,ZNF286A,0.018193419279947064,1
DLGAP5,MKI67,0.018193246869495118,1
DSTN,EWSR1,0.018154900573145703,1
EFR3A,EWSR1,0.0181287639720809,1
MT-ND4,METTL17,0.01804360894641014,1
CDK1,SIN3B,0.018019177963019026,1
SRSF2,PHF14,0.01793478658770211,1
FADS2,SV2A,0.017920036664201645,1
ERBB2,PRDM14,0.017856632799696175,1
TMEM63A,IGF2R,0.017839828338873633,1
DTL,PRR12,0.017814591662573175,1
TEDC2,EPHB4,0.017786572576515704,1
SCD,ACAT2,0.01777419515403123,1
SLC16A1,WFS1,0.017750266194891683,1
DHCR7,DHCR24,0.01772737749792515,1
SRSF2,DAXX,0.01772157208616578,1
CALR,CLDN7,0.01771976139224531,1
WSB1,TET1,0.017710282461317804,1
ENO1,TRAPPC6A,0.017679670339326766,1
POU5F1,TRAM2,0.017663729038478824,1
CD24,NDUFB4,0.01764886568442615,1
NSMCE1,IGF2R,0.017601094726371672,1
IGFBP2,HIRA,0.017557310487240508,1
OAZ1,ZNF714,0.01755718821288507,1
RHOBTB2,NRAS,0.01749575154733092,1
USP9X,USP22,0.01749475164761413,1
HMMR,MKI67,0.01748621552949239,1
NDUFA6,EWSR1,0.017469563625120203,1
UBA52,CALM3,0.017463983671438307,1
PCDH11X,STAG2,0.01741745476401618,1
LIN28A,DAXX,0.017411645103604982,1
VCL,TMSB4X,0.01738475001331735,1
LAMP1,SLC25A3,0.017342168147651032,1
VIM,SHPRH,0.01730019816997089,1
BRI3,UQCRQ,0.01727959557674093,1
EFNB1,PRDM14,0.017246180425563785,1
CHD3,RNF2,0.01724263996734271,1
INCENP,MKI67,0.01723974392617445,1
MIF,SOX2,0.017223250666429525,1
RRM2,HAT1,0.01718017466211168,1
POU5F1,SUPT4H1,0.017164456512537667,1
PODXL,USP22,0.017162088160815228,1
NDUFB9,SDC1,0.017158404868201284,1
TNFRSF12A,CLDN6,0.01715017179938633,1
PFN1,ZNF593,0.01709626038487446,1
APOE,SLC25A3,0.017092754687021212,1
FAM162A,CAMSAP2,0.01704822751630253,1
CLDN6,DHCR24,0.01700459432202339,1
CHML,ZNF714,0.016997867251805902,1
USP9X,MED13,0.016977068142654546,1
PSAT1,DNAJA3,0.016964875293782957,1
HSPA8,PHF14,0.016946771539377882,1
TOP2A,MED13L,0.01694309395133788,1
TOB1,SIX4,0.016941605690927182,1
CIP2A,DZIP3,0.016932869206943788,1
HIST1H3E,CHMP3,0.016880317223355697,1
CLIC4,IRF3,0.016863452462030096,1
EEF2,ATP6V0B,0.01684721262580382,1
PGM1,SNCA,0.01683698700840138,1
SAFB2,SAFB,0.016826606391916014,1
IGFBP2,ACAT2,0.016816177797545805,1
DYNLL2,DHX36,0.016802361806211086,1
HIST1H1C,ATP1B1,0.016731159159194656,1
HIST1H4C,DNAJA3,0.016727492554704567,1
H3F3A,ATP6V0C,0.016684013064694952,1
MFGE8,MED13,0.016666829998402518,1
COL1A1,PAGR1,0.016647919468817447,1
ITM2C,CLDN6,0.016622818005927197,1
AURKA,CDCA2,0.016574039803856695,1
CYP51A1,DHCR24,0.016516109912051945,1
FAM83D,CDCA2,0.016483198429385924,1
ANKRD9,SRC,0.01647536271845677,1
PLK1,MED13,0.016473873997908572,1
CTSA,WSB2,0.01644287928123211,1
TAC1,OXA1L,0.016418623728445676,1
GNG12,TET1,0.016415063522027564,1
EEF2,TRAM2,0.016379519496142473,1
CDK1,BRD9,0.016353896679175233,1
HIST1H1B,ATP1B1,0.016308781761224675,1
HACD3,DHCR24,0.01626913657540413,1
MIDN,PRR12,0.01625934953890414,1
MTMR1,HIRA,0.016256493006737458,1
MT-ATP6,IGF2R,0.016247577370165616,1
HELLS,TCF3,0.01622406722838795,1
VCAN,STAG2,0.01620539573094502,1
SLC2A1,DNAJA3,0.01617032867959595,1
SLC16A1,PMEL,0.01612653959695372,1
CD9,HIRA,0.016122836284330734,1
CDC25A,CENPO,0.016095390892492983,1
FAM162A,SEC62,0.01607378219912459,1
HYOU1,METTL17,0.01606885658047015,1
HIST1H3E,MAPKAPK2,0.016049679325571765,1
